dl,cs,cs0,cs1,cs2,cs3,cs4,cs5,t0,t1,t2,t3,t4,t5
(0.09201370191717255+0j),(0.037620322279565035+0j),(0.03544449981519287-1.3020905885863758j),(0.0021756438517375513-0.5589575912555584j),(1.7861036760771516e-07-0.0065383167079864175j),(2.26700231020339e-12-2.7561485455799745e-05j),(5.596297375346022e-18-4.9102009496091744e-08j),(5.246189004758864e-24-5.255885896894236e-11j),(-0.000740446378785108+0.02720106832360178j),(-1.5149953871024754e-05+0.0038922646813805534j),(-7.462449779128868e-10+2.7317484828512403e-05j),(-6.7654810842695284e-15+8.225254454586487e-08j),(-1.2989817093656792e-20+1.1397287876357598e-10j),(-9.963134865775545e-27+9.98155041352572e-14j)
(0.09273167330790204+0j),(0.042253334760894025+0j),(0.040008300551472344-1.3725958084883711j),(0.002244843291542825-0.5633810316418068j),(1.9091538531330159e-07-0.006707450751228327j),(2.493539770367705e-12-2.8681984456190458e-05j),(6.33876896702089e-18-5.1853221450735635e-08j),(6.128556546487108e-24-5.636733053131869e-11j),(-0.0008488795107024076+0.029123167998669333j),(-1.587671765326812e-05+0.003984528276108061j),(-8.101526765017909e-10+2.846318105633036e-05j),(-7.5581273707493e-15+8.69374911689384e-08j),(-1.4943707583484552e-20+1.2224445829355436e-10j),(-1.1821197126106144e-26+1.0872532881581064e-13j)
(0.09344964469863151+0j),(0.04763127771279365+0j),(0.04531536499171222-1.449482836740523j),(0.0023157088197093383-0.5678079370223282j),(2.0389863105485155e-07-0.006878513998377735j),(2.7410247213565007e-12-2.9840628414005988e-05j),(7.172913480398525e-18-5.473580622905599e-08j),(7.150762238489108e-24-6.041920132475258e-11j),(-0.0009764287210238064+0.03123260008351156j),(-1.6632508653565034e-05+0.004078263357511494j),(-8.786974553809988e-10+2.964283142024205e-05j),(-8.437425973218882e-15+9.185546240272709e-08j),(-1.7173078140422475e-20+1.3104609166404953e-10j),(-1.4007309216903355e-26+1.183524787104324e-13j)
(0.09416761608936099+0j),(0.05390910146650402+0j),(0.05152061466753624-1.5336425360514518j),(0.002388269202160045-0.5722384437816337j),(2.175937964536145e-07-0.007051585946851976j),(3.011271630299223e-12-3.1038629232938015e-05j),(8.10922346198364e-18-5.775497971754857e-08j),(8.333632471365915e-24-6.472798106147942e-11j),(-0.0011272595987370736+0.03355575784472955j),(-1.74182664542848e-05+0.004173483324308188j),(-9.521807814631322e-10+3.0857426667764826e-05j),(-9.412279147355809e-15+9.701690134896971e-08j),(-1.9714223012829853e-20+1.404073467195711e-10j),(-1.6576184215183438e-26+1.2874853092436992e-13j)
(0.09488558748009047+0j),(0.0612825748429707+0j),(0.05881978919067448-1.62613905376228j),(0.0024625536132636436-0.5766726931567213j),(2.320357263171122e-07-0.007226737884340314j),(3.3062482221574832e-12-3.2277256987561375e-05j),(9.159300026120065e-18-6.091612503573198e-08j),(9.700899852906692e-24-6.93078178404023e-11j),(-0.0013066633785638543+0.03612417486087364j),(-1.823495498411753e-05+0.004270201689678633j),(-1.0309203425200474e-09+3.210794825985072e-05j),(-1.0492468440536261e-14+1.024327508199216e-07j),(-2.2607890005282466e-20+1.503592032609992e-10j),(-1.9591134751385722e-26+1.3996833481679248e-13j)
(0.09560355887081995+0j),(0.07000161863736529+0j),(0.06746277972605982-1.7282539317304555j),(0.00253859164719897-0.5811108314224623j),(2.472604783894158e-07-0.00740403423449367j),(3.6280894545314124e-12-3.3557846017251796e-05j),(1.0335960500309418e-17-6.422479679578646e-08j),(1.1279581942728625e-23-7.417352316467187e-11j),(-0.0015214304518201467+0.03897583483647812j),(-1.9083563077141886e-05+0.004368432086545717j),(-1.1152508772417458e-09+3.33953720745549e-05j),(-1.1688743250015054e-14+1.0811449139692105e-07j),(-2.589978770159697e-20+1.6093410981391413e-10j),(-2.3125343433348187e-26+1.52070192455156e-13j)
(0.09632153026154942+0j),(0.08038894394014401+0j),(0.07777226730087242-1.8415443462291592j),(0.0026164133299121607-0.5855530100853675j),(2.633053803008212e-07-0.007583533646596406j),(3.979113120286825e-12-3.4881801970418303e-05j),(1.1653355639685131e-17-6.768672545889812e-08j),(1.3100405910577224e-23-7.934059774490146e-11j),(-0.0017803740741215088+0.04215690147861563j),(-1.9965105049338826e-05+0.004468188273105689j),(-1.2055250256514702e-09+3.4720671424933304e-05j),(-1.3012919612644375e-14+1.1407418468980703e-07j),(-2.964114612724817e-20+1.721660423174331e-10j),(-2.726330916138351e-26+1.651160475586292e-13j)
(0.09703950165227888+0j),(0.09286652989001544+0j),(0.09017020054486911-1.967921025864653j),(0.0026960491316999654-0.5899993860861993j),(2.8020908450819145e-07-0.0077652898843345005j),(4.361837345724899e-12-3.6250609979027555e-05j),(1.3127097187819583e-17-7.130782179170333e-08j),(1.5198284278305052e-23-8.482525810705334e-11j),(-0.0020950765927042945+0.045724033579453566j),(-2.088062129348614e-05+0.004569484138624461j),(-1.3021142028492832e-09+3.6084819538883414e-05j),(-1.447799077901156e-14+1.2032452276660545e-07j),(-3.3889336045941646e-20+1.8409056479336914e-10j),(-3.2102492083490567e-26+1.7917168326354077e-13j)
(0.09775747304300839+0j),(0.10799391428685222+0j),(0.10521608628999692-2.109754015760843j),(0.0027775299804544563-0.5944501220118941j),(2.980116218377937e-07-0.007949352555619418j),(4.7790003102586615e-12-3.7665844183435334e-05j),(1.4774396618925188e-17-7.509418142645313e-08j),(1.7612847440369083e-23-9.064446402440198e-11j),(-0.002480971818587643+0.04974752855592947j),(-2.183117889342782e-05+0.004672333709513474j),(-1.4054094986071644e-09+3.7488791613387435e-05j),(-1.6098251443217317e-14+1.268788849384209e-07j),(-3.8708552550881605e-20+1.967448920579175e-10j),(-3.775518267857518e-26+1.943069290544606e-13j)
(0.09847544443373785+0j),(0.12652467219197494+0j),(0.12366346815668046-2.270018544227145j),(0.0028608872756067747-0.5989053863173089j),(3.1675445410864874e-07-0.008135767715704815j),(5.233582587060139e-12-3.912917887786894e-05j),(1.661421595843502e-17-7.905208952878945e-08j),(2.038903924338593e-23-9.681594679334027e-11j),(-0.0029589462439182593+0.05431565963001703j),(-2.2817872258779106e-05+0.004776751155700356j),(-1.5158226050100188e-09+3.8933566529568044e-05j),(-1.7889437899543313e-14+1.3375140335541526e-07j),(-4.417056911582733e-20+2.101679545407133e-10j),(-4.4350623500136647e-26+2.1059587721543043e-13j)
(0.09919341582446735+0j),(0.1494915776114132+0j),(0.14654508822234838-2.452499768139351j),(0.002946152902809767-0.6033653535573086j),(3.364805262133737e-07-0.008324578368571357j),(5.728832597517524e-12-4.064240161059267e-05j),(1.866743164517426e-17-8.318802557729356e-08j),(2.3577782546294515e-23-1.0335823837318589e-10j),(-0.0035577605283809177+0.05954076644118391j),(-2.3841823781196643e-05+0.004882750797310408j),(-1.6337867740943073e-09+4.042012829550455e-05j),(-1.9868886903574953e-14+1.40957039212572e-07j),(-5.035556881736821e-20+2.2440046527885858e-10j),(-5.203741549475164e-26+2.2811710916709346e-13j)
(0.0999113872151968+0j),(0.17833822930822435+0j),(0.17530451281823586-2.662085825841719j),(0.003033359249402212-0.6078302046297839j),(3.57234317956897e-07-0.008515824886085311j),(6.2682957917723154e-12-4.220742865383864e-05j),(2.0957012469178925e-17-8.750866825928603e-08j),(2.723672238375133e-23-1.102907014105245e-10j),(-0.004317803043725609+0.06556797709706472j),(-2.4904184513420833e-05+0.004990347111676156j),(-1.7597578072583172e-09+4.194946726910331e-05j),(-2.205571666091148e-14+1.485116718002696e-07j),(-5.735306003131113e-20+2.394849891565464e-10j),(-6.098624456332952e-26+2.4695393206695356e-13j)
(0.10062935860592628+0j),(0.21512825358755655+0j),(0.2120053352981049-2.9051964953180067j),(0.003122539220699904-0.6123001270301863j),(3.790618958946075e-07-0.008709545360276499j),(6.855848321483031e-12-4.382632336247941e-05j),(2.350821269498654e-17-9.202090048768194e-08j),(3.1431055121687994e-23-1.1763356016903738e-10j),(-0.005297072946475415+0.07258797396728423j),(-2.6006134872376672e-05+0.005099554740693121j),(-1.8942150780871917e-09+4.352258120216609e-05j),(-2.44710341961119e-14+1.5643220319394373e-07j),(-6.526288454617659e-20+2.5546601446410947e-10j),(-7.139296819632242e-26+2.6719462606183236e-13j)
(0.10134732999665576+0j),(0.2628885480480346+0j),(0.2596744197724116-3.190425602499403j),(0.0032137262571618197-0.6167753151182248j),(4.0201096536632956e-07-0.008905775900895958j),(7.495736170714935e-12-4.550131807448619e-05j),(2.634878156128026e-17-9.673181454407864e-08j),(3.623445283101624e-23-1.2540793238615397e-10j),(-0.006581025100955096+0.08085613897271927j),(-2.7148885367706082e-05+0.005210388498541099j),(-2.0376625901417208e-09+4.514047613826921e-05j),(-2.7138174428934265e-14+1.6473668209883775e-07j),(-7.419632672942447e-20+2.723900268538194e-10j),(-8.348210662808467e-26+2.8893270259367434e-13j)
(0.10206530138738523+0j),(0.32619339107545536+0j),(0.3228860105838567-3.5295302576855803j),(0.003306954352483132-0.6212559703974233j),(4.2613092288719674e-07-0.009104550887950466j),(8.192620972261621e-12-4.72348403805772e-05j),(2.95091904344789e-17-1.0164871735365172e-07j),(4.173009301927198e-23-1.336358620783008e-10j),(-0.008299371934330543+0.09072206104264931j),(-2.8333677357201376e-05+0.00532286337979182j),(-2.1906300711915653e-09+4.680416719046185e-05j),(-3.008297768829444e-14+1.7344445130442636e-07j),(-8.427733313130693e-20+2.903055857735206e-10j),(-9.75107880655617e-26+3.1226717417231303e-13j)
(0.10278327277811473+0j),(0.41220142376725044+0j),(0.40879871421272-3.9390011154342486j),(0.003402258072669712-0.6257423018082404j),(4.5147290902917687e-07-0.009305903186998535j),(8.951634081681758e-12-4.9029544818971846e-05j),(3.302287898663819e-17-1.0677913589786979e-07j),(4.801180485696716e-23-1.423403533169488e-10j),(-0.010655998717649016+0.10267642577037087j),(-2.956178383070473e-05+0.005436994567924588j),(-2.353674105327449e-09+4.8514679219671924e-05j),(-3.333411424354371e-14+1.8257632443321504e-07j),(-9.564385272166186e-20+3.092634034632321e-10j),(-1.1377320320169212e-25+3.373028360415787e-13j)
(0.1035012441688442+0j),(0.5325902874885042+0j),(0.5290901368127108-4.442640381442j),(0.0034996725761531158-0.630234526035559j),(4.780898619052694e-07-0.009509864333491122j),(9.778440940720684e-12-5.088835135323947e-05j),(3.692652186732165e-17-1.1213082277153176e-07j),(5.518534412248658e-23-1.515454049980886e-10j),(-0.0139849384861451+0.11742810558671138j),(-3.0834510224153065e-05+0.005552797444273679j),(-2.5273793043552997e-09+5.0273047430682515e-05j),(-3.6923466891990953e-14+1.921547992947082e-07j),(-1.084493088314296e-19+3.293164266043065e-10j),(-1.3260563047809882e-25+3.6415056017820266e-13j)
(0.10421921555957367+0j),(0.7073848754519371+0j),(0.703785135769678-5.075952325982863j),(0.003599233635008341-0.634732867831335j),(5.060365713514429e-07-0.009716464691259469j),(1.0679318379371298e-11-5.2814492394114014e-05j),(4.1260317445350233e-17-1.1771176189112737e-07j),(6.336981027400562e-23-1.6127604662823878e-10j),(-0.0188614659592777+0.13603569774564583j),(-3.2153195265557035e-05+0.005670287597432008j),(-2.7123595198573265e-09+5.208031789937954e-05j),(-4.0886585944508267e-14+2.0220431732410314e-07j),(-1.2286421481834354e-19+3.505199207154189e-10j),(-1.5439210047355886e-25+3.929276020764625e-13j)
(0.10493718695030314+0j),(0.9730883936613461+0j),(0.9693868806226094-5.8939060578516225j),(0.0037009776573416427-0.6392375603533215j),(5.353697338878547e-07-0.009925733589314607j),(1.1661248344579977e-11-5.4811570668682164e-05j),(4.606830031015192e-17-1.235301743621462e-07j),(7.26992203470967e-23-1.7155837515054015e-10j),(-0.026338784420731117+0.16014072828599654j),(-3.35192118548361e-05+0.005789480833138039j),(-2.9092590972965774e-09+5.3937548042461004e-05j),(-4.526323543322418e-14+2.1275158150580722e-07j),(-1.390779465010652e-19+3.729315573950067e-10j),(-1.795707754282773e-25+4.2375792078529614e-13j)
(0.10565515834103263+0j),(1.4015076866952403+0j),(1.39770217882358-6.9850880039588725j),(0.0038049417109196873-0.6437488455207843j),(5.661480085300498e-07-0.010137699440374202j),(1.273203269515199e-11-5.688363097846683e-05j),(5.139867934425852e-17-1.2959452451354338e-07j),(8.332425578108088e-23-1.824195928349849e-10j),(-0.03849779066511512+0.1923946745079502j),(-3.4933967979559605e-05+0.005910393184673996j),(-3.1187541735402432e-09+5.584580703878865e-05j),(-5.0098055515243427e-14+2.238259491552329e-07j),(-1.5730068551387247e-19+3.9661150451527813e-10j),(-2.0864112833891053e-25+4.567725126788066e-13j)
(0.1063731297317621+0j),(2.1482076756866695+0j),(2.1442959136925785-8.497382465105265j),(0.003911163548116769-0.6482669743882232j),(5.984320735122956e-07-0.010352389843933064j),(1.3900435301923855e-11-5.9035249903244264e-05j),(5.730420330908594e-17-1.359135261083064e-07j),(9.541419980499665e-23-1.9388804625730206e-10j),(-0.059867117304249325+0.2372404804621854j),(-3.639890766879477e-05+0.00603304092380578j),(-3.3415540191830136e-09+5.780617620996074e-05j),(-5.544137458470676e-14+2.354599213978967e-07j),(-1.77765548931987e-19+4.2162251947919834e-10j),(-2.4217201535144577e-25+4.921097594555972e-13j)
(0.10709110112249161+0j),(3.594306131881153+0j),(3.590285817949031-10.676456853245666j),(0.004019681632261933-0.6527922075381699j),(6.322846839783515e-07-0.010569831676209583j),(1.517635994196792e-11-6.12716489206519e-05j),(6.384255602607634e-17-1.4249614873982694e-07j),(1.0915908467531695e-22-2.0599326639157426e-10j),(-0.10159575117303668+0.3021159620354792j),(-3.791551198741788e-05+0.006157440572296952j),(-3.578402427062627e-09+5.981974936638955e-05j),(-6.135021661062576e-14+2.4768975879236913e-07j),(-2.007309218128285e-19+4.480300456585791e-10j),(-2.8081074542125596e-25+5.299157908774336e-13j)
(0.10780907251322105+0j),(6.822192146034692+0j),(6.818060943081917-13.829626150456935j),(0.004130535165473775-0.6573248154942039j),(6.677707306893454e-07-0.01079005116890738j),(1.6571075682718783e-11-6.359883840390066e-05j),(7.107678338533964e-17-1.4935162442460572e-07j),(1.2477206986278947e-22-2.1876600984212774e-10j),(-0.19552903302219263+0.3966074006717461j),(-3.948530007341439e-05+0.006283608914031211j),(-3.830079148374135e-09+6.188763312411155e-05j),(-6.788956632828567e-14+2.605562632681875e-07j),(-2.2648301069895446e-19+4.759023121386935e-10j),(-3.2529326249147074e-25+5.703448627729287e-13j)
(0.10852704390395054+0j),(15.192720596095054+0j),(15.188476127001579-17.0864041350472j),(0.00424376411807691-0.6618650791554149j),(7.049572997940716e-07-0.011013073978412186j),(1.8097506091117582e-11-6.602380280743071e-05j),(7.907575457499624e-17-1.5648945440279352e-07j),(1.4249207424666452e-22-2.3223830124083946e-10j),(-0.4413975359058317+0.4965538754275228j),(-4.1109830220879094e-05+0.006411563007780418j),(-4.097401377808406e-09+6.401094719670775e-05j),(-7.513397965917566e-14+2.741057818784018e-07j),(-2.55338637643156e-19+5.053104369030547e-10j),(-3.764555678605134e-25+6.135597508478806e-13j)
(0.10924501529468002+0j),(31.787275668143163+0j),(31.78291551494996-8.31670077409851j),(0.004359409259700977-0.6664132902536234j),(7.439137337034737e-07-0.011238925246782923j),(1.977060542068322e-11-6.855474148146975e-05j),(8.79146600972734e-17-1.6391941615905873e-07j),(1.6258668750321453e-22-2.4644347683652914e-10j),(-0.9359157312781741+0.24490299145623928j),(-4.279070101162495e-05+0.006541320200657654j),(-4.38122528916183e-09+6.619082466601164e-05j),(-8.316966310050304e-14+2.883915101047465e-07j),(-2.8764829595429364e-19+5.363285336007154e-10j),(-4.3524652407300375e-25+6.59732160859999e-13j)
(0.10996298668540949+0j),(25.451100834410024+0j),(25.446622537484554+14.330662213344814j),(0.004477512192170195-0.6709697518347535j),(7.847116931081996e-07-0.011467629655680241j),(2.1607855123284685e-11-7.120138564804572e-05j),(9.76755493231896e-17-1.7165157067745365e-07j),(1.8535538818517437e-22-2.614162293037005e-10j),(-0.759211811533108-0.427561968329416j),(-4.452955249852373e-05+0.006672898142297544j),(-4.682447622888192e-09+6.842841223470612e-05j),(-9.209720019861947e-14+3.034752052451913e-07j),(-3.237994906349246e-19+5.690338220483248e-10j),(-5.02742196691036e-25+7.090431557324533e-13j)
(0.11068095807613898+0j),(11.712948389457985+0j),(11.708349446624835+15.819936409934437j),(0.004598115384299723-0.6755347787658741j),(8.274252201759099e-07-0.011699211474199205j),(2.3629929564352566e-11-7.397542121427583e-05j),(1.0844791053732875e-16-1.7969626994516965e-07j),(2.111330984936234e-22-2.7719265379849745e-10j),(-0.35390055978533586-0.47817878828839927j),(-4.632806744393647e-05+0.006806314799809319j),(-5.002007327090365e-09+7.072487046343944e-05j),(-1.0203518606999767e-13+3.1942946963294926e-07j),(-3.642203883995925e-19+6.035067426297676e-10j),(-5.801619068102903e-25+7.616836001978054e-13j)
(0.11139892946686845+0j),(6.023324914927067+0j),(6.018602780561679+12.662379495358277j),(0.004721262208723436-0.6801086982695077j),(8.721308029631758e-07-0.011933694601425205j),(2.586160398150119e-11-7.689106109255116e-05j),(1.2032929663914218e-16-1.880641647215134e-07j),(2.402941084590654e-22-2.938102952903657e-10j),(-0.18428817538166573-0.38771902686889403j),(-4.8187972616841326e-05+0.006941588473551022j),(-5.340887253477501e-09+7.30813739946946e-05j),(-1.1312515982202047e-13+3.3634083876628437e-07j),(-4.093838042389785e-19+6.398310747681599e-10j),(-6.688861853136037e-25+8.178546235814796e-13j)
(0.11211690085759793+0j),(3.60005734646963+0j),(3.5952094305529685+10.148407341804596j),(0.004846996980887115-0.6846918504869325j),(9.189074410754957e-07-0.012171102604410436j),(2.8333016181678092e-11-7.996583257971291e-05j),(1.3342599989863392e-16-1.9676621258994908e-07j),(2.732564051902864e-22-3.1130819719854506e-10j),(-0.1115080233235023-0.3147602008799517j),(-5.0111040152541314e-05+0.0070787378137769814j),(-5.7001159098442975e-09+7.54991117653246e-05j),(-1.2553842988802694e-13+3.5431402722445415e-07j),(-4.59811553743373e-19+6.780940596579305e-10j),(-7.704768397511258e-25+8.777681013520175e-13j)
(0.1128348722483274+0j),(2.395771642371711+0j),(2.3907953095035652+8.389849986586066j),(0.004975365000351404-0.6892845890723459j),(9.678367126078658e-07-0.01241145875216607j),(3.1081456253015884e-11-8.322168038987407e-05j),(1.4785377941383152e-16-2.0581368631279864e-07j),(3.104864460354325e-22-3.297269513632163e-10j),(-0.07510499685063542-0.26356068807525423j),(-5.2099088979132036e-05+0.007217781838214535j),(-6.080769270660531e-09+7.797928720939156e-05j),(-1.3948572228046216e-13+3.734778738833704e-07j),(-5.160792028349092e-19+7.183865274592149e-10j),(-8.866993665611562e-25+9.416471560840377e-13j)
